stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,606.18,12439.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.87,0,0,0,0,0,0,0,0,0,0,0
  5-6,741.69,8704.08,0,24.52,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,202.28,30.65,0,0,85.81,0,165.5,0,0,0,0,0,0,0,0,0,0,0
  7-9,131.44,134.06,0,239.21,0,0,0,549.4,0,0,0,0,0,128.81,0,0,0,0,0,0,0,0,0,0,0,4329.49,141.95,0,0,1674.49,0,18.4,13.14,0,5.26,0,0,0,0,0,0,0,0
 10-12,3.15,195.11,0,239.17,0,25.18,0,538.13,0,0,0,0,0,62.94,0,0,0,0,0,0,0,0,0,0,3.15,4629.19,119.58,0,0,1925.95,0,9.44,25.18,9.44,195.11,0,9.44,15.73,0,0,0,0,0
 14-21,0,1,0,34,483,114,0,237,0,2,0,44,16,0,6,2,4,0,1,2,2,173,0,0,140,2238,21,4,26,60,0,28,7,385,16,12,476,707,0,0,12,0,2
 24-34,0,0.82,2.46,13.13,72.24,9.03,0,191.26,0.82,3.28,0,40.22,8.21,0,3.28,4.1,6.57,1.64,5.75,5.75,2.46,172.38,4.1,0,77.16,1689.32,5.75,6.57,18.88,0,0,68.13,0,1.64,4.1,2.46,50.07,469.53,0,0,39.4,0,4.1
 36-46,0,0,0,0.81,29.81,1.61,0,174.83,1.61,0.81,6.45,66.06,0.81,0,5.64,1.61,0.81,1.61,4.83,3.22,2.42,169.19,2.42,0.81,58.81,1554.14,4.03,12.09,7.25,0,0.81,55.59,1.61,0,0.81,0,0,373.83,0,0,16.11,0,3.22
 48-58,0.57,0,0.57,0.57,17.21,1.15,0,292.07,1.15,3.44,7.46,129.11,1.15,0,2.3,2.3,1.72,1.15,5.16,1.72,3.44,212.31,1.15,5.74,35.58,1175.15,1.72,10.33,9.75,0,0.57,26.97,0,0,2.3,0,0,256.49,0,0.57,17.21,0,4.02
 60-70,0,0,0,0,18.65,5.89,0,488.8,0.98,5.89,7.85,141.34,3.93,0,1.96,14.72,2.94,0.98,3.93,1.96,0.98,253.23,0.98,13.74,37.3,1434.99,3.93,5.89,5.89,0,0.98,34.35,0,0,0.98,0.98,0,174.71,0,2.94,13.74,0.98,6.87
 72-82,0,0,2.94,0,31.41,39.27,0,506.54,0.98,1.96,13.74,143.32,6.87,0,2.94,13.74,2.94,0.98,11.78,0.98,4.91,287.63,5.89,3.93,28.47,1253.58,0.98,8.83,15.71,0,0,33.38,0,0,0.98,0,0,101.11,1.96,6.87,18.65,6.87,8.83
 84-94,0,0,5.31,0,46.73,38.23,2.12,367.46,3.19,13.81,16.99,103.02,13.81,1.06,3.19,16.99,6.37,5.31,11.68,6.37,2.12,215.59,4.25,10.62,37.17,622.35,6.37,10.62,14.87,0,1.06,126.38,0,0,4.25,1.06,0,52.04,4.25,3.19,15.93,9.56,9.56
 96-106,0,0,4.37,0,40.44,40.44,1.09,298.35,2.19,7.65,9.84,98.36,13.11,0,10.93,22.95,12.02,4.37,12.02,2.19,3.28,194.53,4.37,7.65,26.23,558.44,5.46,8.74,15.3,0,6.56,101.63,0,0,0,0,0,29.51,7.65,5.46,38.25,9.84,10.93
108-118,0,0,1.53,0,62.04,21.45,0.77,230.55,2.3,9.19,9.96,82.72,8.43,0,3.06,19.15,6.89,7.66,4.6,3.83,3.06,193.02,1.53,5.36,27.57,596.69,6.89,8.43,17.62,0,1.53,85.79,0,0,3.06,4.6,0,14.55,6.89,6.13,16.85,3.83,9.19
120,0,0,0,0,52.91,23.52,1.96,195.98,3.92,5.88,3.92,58.79,7.84,0,3.92,29.4,1.96,0,5.88,3.92,0,148.94,3.92,9.8,41.16,448.79,7.84,13.72,9.8,0,1.96,86.23,0,0,5.88,3.92,0,9.8,9.8,1.96,11.76,9.8,1.96
