stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,294.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,15.77,0,5.26,0,0,0,21.03,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,228.7,7.89,0,0,76.23,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,40.91,0,0,0,59.79,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,566.45,0,0,0,163.64,0,0,3.15,0,25.18,0,0,0,0,0,0,0
 14-21,0,0,1,7,52,19,0,49,0,0,0,23,2,3,0,0,3,0,0,0,1,40,0,0,15,504,21,4,6,11,0,17,1,37,4,27,159,0,0,4,0,0
 24-34,0,0,0.82,1.64,26.27,3.28,0,111.64,0,2.46,3.28,22.16,2.46,0,1.64,4.1,4.93,2.46,4.93,0.82,1.64,54.18,0,0,22.16,704.29,1.64,4.1,8.21,0,0.82,33.66,0,0.82,2.46,6.57,139.55,0,0,19.7,0,5.75
 36-46,0,0,0,0,22.56,0,0,145.02,0,2.42,0.81,16.11,0,0,3.22,0.81,0,1.61,0,1.61,0.81,43.51,0.81,1.61,12.89,349.66,1.61,8.06,3.22,0,0,20.14,0,0,2.42,0,61.23,0,0,1.61,0,6.45
 48-58,0,0,0,0,17.21,1.15,0,172.72,0,1.15,1.72,25.25,2.3,0,2.3,1.15,0.57,2.3,0.57,1.15,0.57,49.35,1.72,2.87,9.75,235.26,1.72,1.72,2.87,0,0,6.31,0,0,0.57,0,37.3,0,0,5.16,0,3.44
 60-70,0,0,0,0,31.41,0,0,126.62,0,0.98,2.94,34.35,3.93,0,0,3.93,0.98,1.96,0.98,2.94,0,49.08,0,2.94,10.8,178.64,0,3.93,2.94,0,0,9.82,0,0,0,0,17.67,0,0.98,3.93,1.96,1.96
 72-82,0,0,0,0,26.5,0.98,0.98,113.87,0,2.94,2.94,59.88,5.89,0,2.94,1.96,0.98,2.94,4.91,1.96,0,93.26,0.98,6.87,10.8,177.68,1.96,8.83,6.87,0,1.96,17.67,0,0,0,0,15.71,0.98,0,15.71,0,1.96
 84-94,0,0,2.12,0,39.3,5.31,1.06,82.84,0,3.19,1.06,42.48,12.74,0,1.06,3.19,5.31,2.12,5.31,5.31,2.12,74.34,1.06,6.37,15.93,114.7,3.19,6.37,6.37,0,1.06,41.42,0,0,0,0,9.56,2.12,0,14.87,0,4.25
 96-106,0,0,3.28,0,31.69,4.37,3.28,55.74,1.09,2.19,1.09,39.34,16.39,0,4.37,13.11,4.37,4.37,7.65,5.46,0,60.11,2.19,2.19,12.02,95.08,1.09,14.21,12.02,0,2.19,31.69,0,0,2.19,0,6.56,1.09,1.09,8.74,3.28,3.28
108-118,0,0,0.77,0,50.55,5.36,1.53,55.15,0.77,5.36,3.06,41.36,7.66,0,0.77,12.26,6.13,6.89,2.3,4.6,0.77,62.04,0.77,3.83,16.09,131.75,4.6,10.72,6.13,0,2.3,28.34,0,0,0.77,0,4.6,1.53,0,14.55,2.3,0.77
120,1.96,0,0,0,45.08,11.76,1.96,47.03,0,1.96,0,43.12,9.8,0,1.96,9.8,3.92,7.84,3.92,5.88,0,39.2,0,1.96,11.76,135.23,0,5.88,3.92,0,1.96,35.28,0,0,1.96,0,7.84,3.92,1.96,13.72,1.96,0
