stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,18.88,0,0,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,6.29,0,0,0,0,0,204.55,6.29,0,0,72.38,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,11,1,0,2,0,3,0,1,2,0,1,0,0,1,0,48,0,5,0,0,1,29,2,0,1,0,0,1,4,0,0,8,11,0,0,1,0,0
 24-34,0,0,1.64,4.1,40.22,0.82,0,32.83,0,8.21,0,8.21,4.1,0.82,2.46,0.82,4.93,0,0.82,73.88,0.82,36.94,0.82,0,25.45,429.31,4.1,3.28,1.64,0,0,22.16,1.64,2.46,1.64,21.34,105.07,0,0,18.88,0,6.57
 36-46,0,0,0,0,32.23,0.81,0,60.43,0.81,7.25,1.61,8.86,4.03,0,0,1.61,0,0,0,38.67,5.64,28.2,3.22,0,12.09,341.6,0.81,0,0,0,0.81,20.95,0,1.61,0,0,89.43,0,0,5.64,0,2.42
 48-58,0,0,1.15,0,26.97,2.3,0,72.3,1.15,4.02,2.87,14.35,9.75,0,0.57,1.15,0.57,0.57,0,24.67,1.72,36.15,0.57,0,6.31,185.91,0,1.72,0.57,0,0.57,11.48,0,0.57,0.57,0,37.3,0,0,3.44,0.57,4.02
 60-70,0,0,0.98,0,13.74,1.96,0,112.88,2.94,3.93,2.94,23.56,41.22,0,2.94,2.94,0,0.98,0.98,30.43,0.98,45.15,1.96,2.94,7.85,198.27,1.96,0.98,0,0,0,8.83,0,0,0,0,35.33,1.96,3.93,3.93,0,5.89
 72-82,0,0,2.94,0,8.83,4.91,0.98,89.33,1.96,3.93,2.94,20.61,164.92,0,0,1.96,0,3.93,1.96,31.41,0,44.17,1.96,0.98,9.82,197.31,0.98,2.94,0.98,0,0.98,11.78,0,0.98,0,0,19.63,1.96,4.91,5.89,0,4.91
 84-94,0,0,5.31,0,35.05,9.56,0,53.1,1.06,14.87,0,10.62,326.05,0,1.06,2.12,2.12,3.19,0,35.05,2.12,32.92,2.12,1.06,5.31,97.71,0,1.06,1.06,0,1.06,38.23,0,5.31,1.06,0,5.31,10.62,1.06,4.25,0,3.19
 96-106,0,0,10.93,0,46.99,28.41,4.37,99.45,2.19,12.02,4.37,30.6,484.13,0,4.37,14.21,2.19,4.37,5.46,137.7,1.09,73.22,1.09,4.37,15.3,257.91,2.19,6.56,4.37,1.09,0,60.11,0,4.37,0,0,4.37,3.28,7.65,12.02,5.46,2.19
108-118,0,0,6.13,0,50.55,6.13,2.3,52.09,2.3,16.09,3.06,20.68,536.17,0,0,6.13,5.36,2.3,0,350.81,0.77,51.32,3.06,5.36,9.19,247.41,0.77,3.06,0.77,0,1.53,32.94,0,0.77,0.77,0,4.6,3.06,2.3,9.96,2.3,3.83
120,1.96,0,7.84,0,25.48,7.84,0,47.03,3.92,5.88,1.96,7.84,413.51,0,0,13.72,3.92,3.92,1.96,227.34,0,60.75,1.96,3.92,3.92,213.62,1.96,0,0,0,0,19.6,0,3.92,0,0,5.88,1.96,0,7.84,0,0
