stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,239.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.08,2.63,0,0,60.46,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,12.59,0,22.03,0,3.15,0,34.62,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,1098.29,6.29,0,0,107,0,0,6.29,0,0,0,0,9.44,0,0,0,0,0
 14-21,0,0,15,64,1,0,38,0,1,0,63,0,0,1,0,3,0,0,0,0,4,0,0,3,1726,3,38,22,6,0,1,0,2,1,2,12,1067,0,0,1,0,0
 24-34,0,1.64,1.64,27.09,0,0,600.87,0.82,0.82,1.64,52.53,1.64,0,4.1,1.64,7.39,0.82,2.46,2.46,2.46,55,0.82,0.82,25.45,5613.01,4.1,50.07,23.8,0,0.82,35.3,0,0.82,3.28,1.64,4.1,1283.82,0,0,15.6,0,5.75
 36-46,0,0,0,12.89,4.03,0,1218.17,4.03,0,0.81,136.16,0.81,0,1.61,1.61,0.81,0.81,4.03,1.61,4.83,47.53,0,0,14.5,5638.07,2.42,14.5,13.7,0,0,27.39,0,0,0.81,1.61,2.42,1566.22,0,0,8.86,0,4.83
 48-58,0,0,0,23.53,0.57,0,1942.9,3.44,4.59,2.87,309.28,0.57,0.57,4.59,2.3,2.3,2.87,5.16,0.57,1.72,68.86,0.57,5.16,23.53,3614.4,3.44,13.2,8.61,0,0,16.07,0.57,0,0,0,0,1095.39,0,0.57,6.89,0,9.75
 60-70,0,0,0,12.76,0,0,937.35,0.98,2.94,0,148.21,0,0,0,0.98,0,0,0.98,0,0,15.7,0.98,1.96,6.87,1138.57,3.93,2.94,4.91,0,0,7.85,0,0,1.96,0,0,240.47,0,0.98,0,0,1.96
 72-82,0,0,0.98,24.54,6.87,0.98,618.45,0.98,0,2.94,193.39,1.96,0,2.94,4.91,0,0,6.87,0,1.96,25.52,0.98,0.98,9.82,1210.39,0,12.76,12.76,0,0.98,5.89,0,0,0.98,0,0,85.4,3.93,0,1.96,1.96,1.96
 84-94,0,0,0,27.61,4.25,0,470.48,3.19,2.12,0,112.58,3.19,0,0,2.12,1.06,3.19,5.31,1.06,0,25.49,1.06,2.12,5.31,624.48,1.06,4.25,14.87,0,0,8.5,0,0,0,0,0,79.65,3.19,0,2.12,1.06,1.06
 96-106,0,0,0,38.25,3.28,0,331.13,2.19,2.19,0,107.1,1.09,0,2.19,2.19,1.09,0,3.28,4.37,1.09,25.14,0,3.28,6.56,468.83,1.09,5.46,7.65,0,0,4.37,0,0,0,0,0,17.49,3.28,3.28,3.28,1.09,0
108-118,0,0,0,9.19,2.3,0,296.43,0,0,0,82.72,0.77,0,1.53,0.77,0.77,0,4.6,0,0,9.19,0,0.77,0,592.86,0,6.13,6.13,0,0,2.3,0,0,0,0,0,12.26,11.49,1.53,2.3,0.77,0.77
120,0,0,0,25.48,1.96,0,411.55,0,1.96,1.96,99.95,0,0,0,0,0,3.92,3.92,0,0,5.88,0,3.92,3.92,656.53,1.96,9.8,7.84,0,0,1.96,0,0,0,0,0,19.6,1.96,0,1.96,0,0
