stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,131.78,4151.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,171.63,2703.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.43,6.13,0,0,24.52,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,57.83,44.69,0,81.49,0,0,0,189.27,0,0,0,0,0,65.72,0,0,0,0,0,0,0,0,0,0,0,1316.99,39.43,0,0,491.57,0,5.26,5.26,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,22.03,0,94.41,0,6.29,0,122.73,0,0,0,0,0,34.62,0,0,0,0,0,0,0,0,0,0,0,1073.12,31.47,0,0,409.11,0,0,9.44,3.15,31.47,0,6.29,6.29,0,0,0,0,0
 14-21,0,0,2,6,79,16,0,36,0,0,0,8,8,2,1,0,1,0,0,0,3,40,0,0,31,436,10,4,12,8,0,7,0,91,4,156,181,168,0,0,9,0,0
 24-34,0,0.82,0,3.28,35.3,4.93,0,96.86,26.27,4.1,1.64,22.16,4.1,0,2.46,0,1.64,1.64,2.46,0.82,16.42,82.91,1.64,0,29.55,827.42,4.1,9.85,6.57,0,0.82,24.63,0,0.82,2.46,50.07,24.63,175.66,0,0,29.55,0,1.64
 36-46,0,0,0,0,15.31,1.61,0,155.49,36.26,2.42,4.03,28.2,1.61,0,1.61,1.61,1.61,0,1.61,1.61,17.72,69.29,0,0.81,19.34,654.2,3.22,8.06,4.03,0,0,20.14,0.81,0,2.42,23.36,0,156.3,0,0,17.72,0,6.45
 48-58,0,0,0,0,10.9,2.3,0,226.08,47.63,0.57,1.72,45.33,0.57,0.57,2.3,1.15,1.15,1.72,1.15,0,8.61,94.68,1.72,1.15,18.94,578.97,1.15,2.87,5.74,0,1.15,10.33,0,0,0.57,14.35,0,127.38,0,0.57,11.48,0,7.46
 60-70,0.98,0,0,0,19.63,1.96,0,293.48,17.67,0,4.91,45.15,2.94,0.98,6.87,1.96,0.98,0,3.93,1.96,4.91,109.93,1.96,2.94,12.76,463.28,3.93,5.89,2.94,0,0,25.52,0,0,2.94,4.91,0,86.37,0,0.98,15.7,1.96,3.93
 72-82,0,0,1.96,0,14.72,4.91,0,248.36,4.91,0.98,7.85,63.81,5.89,0,5.89,3.93,2.94,0,1.96,2.94,1.96,158.05,0.98,7.85,21.6,407.39,2.94,4.91,4.91,0,0.98,16.69,0.98,0,0.98,0,0,57.92,1.96,5.89,29.45,5.89,2.94
 84-94,0,0,1.06,0,60.54,19.12,1.06,200.73,6.37,9.56,9.56,43.54,10.62,0,3.19,11.68,8.5,5.31,4.25,3.19,10.62,106.2,2.12,7.43,28.68,249.58,1.06,6.37,10.62,0,2.12,67.97,0,0,6.37,0,0,39.3,4.25,4.25,23.36,4.25,3.19
 96-106,0,0,7.65,0,37.16,14.21,3.28,157.37,8.74,7.65,7.65,50.27,8.74,0,3.28,6.56,3.28,3.28,0,4.37,2.19,107.1,1.09,0,17.49,228.4,1.09,12.02,14.21,1.09,3.28,41.53,0,0,1.09,1.09,0,18.58,3.28,2.19,48.09,3.28,9.84
108-118,0,0,1.53,0,48.26,11.49,2.3,114.89,3.06,11.49,5.36,53.62,13.02,0,2.3,7.66,4.6,7.66,1.53,2.3,4.6,108,0.77,0.77,17.62,277.28,7.66,8.43,9.19,0,0.77,34.47,0,0,2.3,0,0,11.49,1.53,3.06,23.74,3.06,8.43
120,0,0,0,0,99.95,23.52,1.96,127.39,9.8,23.52,5.88,72.51,13.72,0,0,23.52,13.72,13.72,5.88,11.76,1.96,103.87,0,3.92,25.48,356.68,3.92,7.84,15.68,0,1.96,72.51,1.96,0,11.76,0,0,9.8,1.96,1.96,33.32,1.96,7.84
