stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,540.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,649.74,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,26.29,0,26.29,0,0,68.35,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,457.4,10.51,0,0,136.69,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,34.62,0,0,40.91,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,475.19,9.44,0,0,198.26,0,0,3.15,3.15,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,17,4,8,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0,7,93,2,1,1,0,0,3,1,8,2,3,18,27,0,0,1,0,0
 24-34,0,0.82,0,0.82,5.75,0.82,37.76,0.82,0,0.82,7.39,0.82,0,1.64,0.82,0.82,0,2.46,0.82,0.82,36.12,0,0,13.13,300.43,2.46,1.64,4.93,0,0,16.42,0,0,3.28,0.82,4.1,59.92,0,0,4.93,0,0
 36-46,0,0,0,0,8.06,2.42,56.4,0,1.61,0.81,8.06,0,0,0,1.61,0.81,0,2.42,0.81,0.81,27.39,0,0.81,5.64,256.2,0.81,0,1.61,0,0,11.28,0,0,1.61,0,0,71.7,0,0,2.42,0,1.61
 48-58,0,0,0,0,2.87,0.57,87.22,1.15,0,3.44,21.23,0.57,0,2.3,0,0.57,0.57,0.57,0.57,0.57,37.87,0,0,4.02,218.62,0.57,4.02,0.57,0,0,5.16,0,0,1.15,0.57,0,42.46,0,0.57,0.57,0,0.57
 60-70,0,0,0,0,4.91,0.98,170.78,1.96,4.91,0.98,29.45,0.98,0,0,0,0,1.96,1.96,0,0.98,42.21,0,1.96,4.91,255.2,3.93,0.98,0.98,0,0,5.89,0,0,0,0,0,26.5,0,0,1.96,0.98,0.98
 72-82,0,0,0,0,6.87,0.98,93.26,0.98,2.94,5.89,26.5,2.94,0,0.98,0.98,0.98,2.94,0,0.98,0,50.06,0.98,0,11.78,178.66,0.98,1.96,1.96,0,0,12.76,0,0,1.96,0,0,17.67,0,0.98,7.85,0.98,0
 84-94,0,0,2.12,0,10.62,1.06,88.15,2.12,4.25,1.06,9.56,1.06,0,0,4.25,2.12,2.12,3.19,0,1.06,41.42,1.06,3.19,4.25,77.53,1.06,1.06,3.19,0,0,21.24,0,0,0,0,0,10.62,1.06,1.06,3.19,1.06,1.06
 96-106,0,0,0,0,13.11,0,49.18,1.09,1.09,1.09,14.21,1.09,0,0,2.19,2.19,1.09,0,0,0,20.76,1.09,1.09,0,53.55,0,3.28,1.09,0,1.09,16.39,0,0,1.09,0,0,2.19,3.28,0,4.37,1.09,1.09
108-118,0,0,0.77,0,15.32,3.83,44.43,0.77,0.77,0,13.79,2.3,0,0.77,0.77,2.3,2.3,0.77,1.53,0.77,23.74,1.53,0,1.53,86.55,0.77,1.53,6.13,0,0.77,19.15,0,0,0.77,0.77,0,3.06,1.53,1.53,3.06,0.77,0.77
120,0,0,1.96,1.96,21.56,7.84,68.59,0,1.96,1.96,19.6,11.76,0,0,9.8,9.8,0,0,0,0,47.03,1.96,5.88,5.88,150.9,1.96,5.88,13.72,0,0,13.72,0,0,1.96,0,0,5.88,0,0,11.76,0,0
