stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,165.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,21.03,0,28.92,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.58,65.72,0,0,525.74,0,7.89,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,62.94,0,0,37.76,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,456.31,107,0,0,516.1,0,0,3.15,0,12.59,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,2,32,5,6,0,0,0,21,4,0,0,0,0,0,0,0,0,13,0,0,13,220,66,1,5,53,0,0,0,57,2,1,30,110,0,0,3,0,0
 24-34,0,0,1.64,1.64,15.6,1.64,27.09,0,0,0.82,12.31,0,0,1.64,0.82,0,0,2.46,0,0,45.97,0.82,0,16.42,407.97,32.83,1.64,3.28,0,0,2.46,0,0,0,0,9.85,132.16,0,0,19.7,0,1.64
 36-46,0,0,0,0,5.64,0.81,36.26,0,0.81,4.03,38.67,0,0,0.81,0.81,0,0.81,0.81,0,0,53.17,0,0.81,11.28,359.33,31.42,1.61,4.83,0,0,0,0,0,0,0,0,140.19,0,0,5.64,0,1.61
 48-58,0,0,0,0,1.15,0,30.99,0,0,0.57,37.87,0.57,0,1.72,0,0,0,1.72,0,0.57,46.48,0,0.57,11.48,114.19,13.2,0.57,2.87,0,0,2.87,0,0,0.57,0.57,0,75.17,0,0,5.16,0,0.57
 60-70,0,0,0,0,1.96,0,29.45,0,2.94,2.94,42.21,0,0,0,0.98,0,0,1.96,0,1.96,79.5,0,0.98,15.7,46.13,12.76,0.98,0.98,0,1.96,1.96,0,0,0,0,0,27.48,0,0,1.96,0.98,0.98
 72-82,0,0,0.98,0,5.89,0.98,31.41,0,0.98,4.91,70.68,0,0,1.96,0.98,0,2.94,0,0,0,105.04,0,4.91,9.82,46.14,14.72,2.94,4.91,0,0.98,1.96,0,0,0,0,0,17.67,0,3.93,9.82,2.94,1.96
 84-94,0,0,0,1.06,12.74,0,22.3,2.12,1.06,0,30.8,1.06,0,1.06,0,0,2.12,0,1.06,1.06,48.85,0,5.31,7.43,26.55,19.12,0,3.19,0,1.06,5.31,0,0,2.12,0,0,7.43,0,2.12,8.5,4.25,1.06
 96-106,0,0,0,0,12.02,0,17.49,2.19,3.28,2.19,40.44,0,0,0,0,0,1.09,4.37,1.09,0,69.94,0,3.28,6.56,32.79,10.93,2.19,7.65,0,2.19,3.28,0,0,0,0,0,5.46,0,2.19,16.39,1.09,2.19
108-118,0,0,1.53,0,4.6,0.77,18.38,0.77,1.53,1.53,32.17,1.53,0,0.77,0,0.77,0.77,0.77,1.53,2.3,54.38,0,3.83,7.66,32.94,14.55,1.53,6.13,0,3.06,5.36,0,0,0,0.77,0,0.77,2.3,0.77,4.6,0.77,0.77
120,0,0,0,0,3.92,0,27.44,0,0,1.96,21.56,1.96,0,0,0,0,0,3.92,0,0,21.56,0,5.88,1.96,39.2,11.76,1.96,0,0,0,9.8,0,0,1.96,0,0,1.96,0,1.96,5.88,0,1.96
