stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,1436.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,294.22,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,0,0,0,26.29,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,6.29,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.88,9.44,0,0,37.76,0,0,3.15,0,6.29,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,1,23,11,17,0,0,0,3,6,0,2,0,0,0,0,0,1,28,0,0,17,424,1,2,0,4,0,0,0,13,1,0,6,224,0,0,4,0,0
 24-34,0,0,2.46,0.82,8.21,0.82,54.18,0,0,3.28,4.93,0,0,0.82,0,0.82,0.82,1.64,0,2.46,64.03,0.82,0,25.45,1296.13,3.28,8.21,10.67,0.82,0.82,0,0,0,0.82,0,4.1,440.8,0,0,27.09,0,0.82
 36-46,0,0,0,0,5.64,0,57.2,0,0,7.25,35.45,0,0,0,0,0,0,0.81,0.81,0,71.7,0,0,16.11,1437.31,0.81,4.83,4.03,0,0,0.81,0,0,0.81,1.61,0,393.97,0,0,23.36,0.81,0
 48-58,0,0,0.57,0,6.31,2.87,215.18,0.57,0.57,5.16,99.27,0,0,3.44,0.57,0,0,1.72,0.57,1.15,104.43,0,1.15,11.48,1691.58,0.57,2.87,4.02,0,0.57,0.57,0,0,0,0.57,0,370.1,0,0.57,16.07,0,1.72
 60-70,0,0,0,0,1.96,0.98,323.9,0,0.98,7.85,91.28,0,0,0.98,0.98,0,0.98,0,0,0,98.15,0,1.96,4.91,1630.31,0,1.96,5.89,0,0,1.96,0,0,0.98,0,0,203.18,0,2.94,13.74,0,0.98
 72-82,0,0,2.94,0,10.8,1.96,510.46,0,0,10.8,168.85,0.98,0,0.98,2.94,0,0.98,1.96,0,0,152.16,0,5.89,8.83,1561.82,0,3.93,14.72,0,0.98,1.96,0,0,0,0,0,119.76,0,2.94,26.5,3.93,1.96
 84-94,0,0,0,0,12.74,1.06,300.56,0,3.19,7.43,112.58,1.06,0,2.12,10.62,0,1.06,2.12,2.12,1.06,129.57,0,7.43,6.37,808.21,0,8.5,10.62,0,3.19,2.12,0,0,0,0,0,81.78,1.06,4.25,24.43,6.37,0
 96-106,0,0,2.19,0,13.11,2.19,274.3,1.09,3.28,9.84,135.51,2.19,0,2.19,16.39,2.19,1.09,2.19,2.19,0,128.96,2.19,7.65,4.37,648.06,1.09,14.21,15.3,0,0,3.28,0,0,0,0,0,31.69,4.37,2.19,32.79,4.37,3.28
108-118,0,0,0.77,0,7.66,0,211.41,0,0.77,4.6,130.21,0.77,0,0.77,17.62,0,0.77,0.77,0,1.53,78.89,0.77,2.3,4.6,811.15,0.77,5.36,13.02,0,1.53,1.53,0,0,0,0,0,26.81,1.53,2.3,26.81,1.53,0.77
120,0,0,1.96,0,5.88,1.96,148.94,0,0,0,82.31,1.96,0,0,19.6,0,1.96,0,1.96,0,56.83,0,1.96,3.92,542.86,0,15.68,5.88,0,0,1.96,0,0,0,0,0,15.68,0,5.88,17.64,1.96,0
