stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,79.07,1515.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,1011.39,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,12.26,0,49.04,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,7.89,0,10.51,0,0,0,60.46,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,294.42,23.66,0,0,184.01,0,2.63,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,18.88,0,0,0,44.06,0,0,0,0,0,40.91,0,0,0,0,0,0,0,0,0,0,0,409.11,34.62,0,0,147.91,0,9.44,3.15,3.15,15.73,3.15,0,0,0,0,0,0
 14-21,0,0,1,12,243,18,0,34,0,3,0,18,0,6,1,0,5,0,0,0,1,45,0,0,54,415,43,4,11,12,0,45,1,30,4,27,216,0,0,5,0,0
 24-34,0,0,0,2.46,98.5,2.46,0,106.71,0,7.39,2.46,18.88,2.46,0,1.64,5.75,12.31,0.82,4.93,1.64,3.28,103.43,6.57,0,56.64,864.36,18.06,9.85,11.49,0,0,112.46,0,0,6.57,11.49,197.01,0,0,19.7,0,1.64
 36-46,0,0,0,0,20.95,2.42,0,257.01,0,3.22,10.47,36.26,0.81,0,0.81,4.83,1.61,0.81,0.81,3.22,0,123.27,4.03,4.03,33.03,845.95,7.25,8.06,6.45,0,0,94.26,0,1.61,2.42,0,203.03,0,0,10.47,0,1.61
 48-58,0,0,1.15,0,21.8,0,0,385.02,0,1.72,5.74,44.76,1.15,0.57,1.72,3.44,5.16,0.57,1.72,0,2.87,177.88,6.89,5.74,30.99,643.24,4.59,2.3,5.16,0,1.15,56.23,0,0,1.15,0,125.66,0,0.57,12.62,0,4.02
 60-70,0,0,1.96,0,27.48,0.98,0,479.96,0,1.96,6.87,65.76,2.94,0,1.96,3.93,1.96,0.98,2.94,0.98,0.98,144.28,5.89,4.91,18.65,620.32,0.98,5.89,9.82,0,0.98,47.11,0,0,0.98,0,65.76,0,1.96,7.85,1.96,0
 72-82,0,0,1.96,0,17.67,0.98,0.98,292.54,0,0,8.83,61.84,11.78,0,1.96,5.89,1.96,1.96,2.94,4.91,0.98,177.68,8.83,7.85,11.78,456.47,1.96,2.94,6.87,0,0.98,28.47,0,0,0,0,20.61,4.91,4.91,17.67,2.94,1.96
 84-94,1.06,0,2.12,0,25.49,7.43,5.31,238.96,0,4.25,7.43,26.55,14.87,0,1.06,14.87,5.31,3.19,5.31,5.31,2.12,118.95,6.37,7.43,8.5,238.96,7.43,3.19,9.56,0,0,99.83,0,0,2.12,0,14.87,5.31,2.12,8.5,1.06,3.19
 96-106,0,0,0,0,36.06,7.65,5.46,139.88,0,5.46,4.37,34.97,14.21,0,0,7.65,3.28,3.28,5.46,4.37,0,101.63,8.74,6.56,6.56,194.53,2.19,8.74,7.65,0,0,65.57,0,0,1.09,0,2.19,3.28,3.28,9.84,4.37,5.46
108-118,0,0,0,0,35.23,2.3,10.72,88.85,0.77,5.36,2.3,36.77,18.38,0,0,11.49,3.83,0.77,0.77,6.13,0,56.68,0.77,1.53,10.72,189.96,2.3,4.6,10.72,0,5.36,41.36,0,0,2.3,0,4.6,7.66,1.53,11.49,0.77,3.06
120,0,0,0,0,31.36,9.8,3.92,92.11,1.96,5.88,3.92,33.32,7.84,0,0,9.8,3.92,0,3.92,1.96,0,64.67,5.88,5.88,3.92,115.63,3.92,3.92,3.92,0,1.96,31.36,0,0,3.92,0,3.92,1.96,5.88,13.72,1.96,0
