stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.42,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,760.07,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,49.04,6.13,0,0,18.39,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,15.77,0,28.92,0,0,47.32,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,365.39,15.77,0,0,173.5,0,0,26.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,50.35,0,6.29,78.67,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,553.87,37.76,0,0,245.46,0,3.15,12.59,0,34.62,0,0,0,0,0,0,0,0
 14-21,0,1,0,2,62,7,28,0,1,0,15,1,0,0,0,0,0,0,1,0,33,0,0,25,316,8,2,9,16,0,3,8,72,11,0,48,152,0,0,6,0,0
 24-34,0,0,0.82,3.28,26.27,4.93,63.21,0.82,2.46,1.64,18.06,1.64,0.82,3.28,0.82,4.1,0.82,4.1,1.64,0.82,83.73,0,0,53.36,627.95,4.93,12.31,9.03,0,0.82,18.06,0,3.28,8.21,0,8.21,178.95,0,0,41.86,0,0.82
 36-46,0,0,0.81,0,8.86,0,86.21,0,1.61,5.64,37.06,0,0,0.81,2.42,0.81,1.61,0.81,2.42,2.42,77.34,0.81,6.45,29,426.2,4.83,22.56,3.22,0,0.81,11.28,0,0.81,3.22,0,0,115.21,0,0.81,12.89,0,4.03
 48-58,0,0,0.57,0,7.46,0,144.6,1.15,0.57,6.31,74.02,0,0,4.02,0.57,0,0,1.15,0,0.57,123.94,0,1.15,23.53,407.4,0.57,15.49,5.74,0,1.72,1.72,0,0,1.15,0,0,90.66,0,0,12.62,0,4.59
 60-70,0,0,0,0,5.89,0,115.82,0,1.96,5.89,57.91,0.98,0,3.93,2.94,0,0,1.96,1.96,0,112.88,0,2.94,10.8,265.01,0.98,20.61,5.89,0,1.96,4.91,0.98,0,2.94,0,0,39.26,0,0.98,9.82,0,3.93
 72-82,0,0,3.93,0,7.85,1.96,139.4,0.98,0,14.72,96.2,3.93,0,1.96,1.96,0.98,0.98,4.91,0,0.98,167.86,0,6.87,16.69,334.75,0,34.36,4.91,0,0,2.94,0,0,1.96,0,0,36.32,1.96,3.93,23.56,4.91,2.94
 84-94,0,0,5.31,0,16.99,5.31,99.83,1.06,2.12,4.25,80.71,2.12,1.06,1.06,4.25,2.12,1.06,5.31,2.12,2.12,109.39,1.06,8.5,8.5,194.35,1.06,31.86,14.87,0,3.19,9.56,0,0,2.12,1.06,0,22.3,2.12,3.19,21.24,7.43,1.06
 96-106,0,0,5.46,0,14.21,2.19,71.04,1.09,3.28,5.46,87.43,3.28,0,3.28,13.11,1.09,2.19,7.65,1.09,0,99.45,1.09,4.37,10.93,172.67,2.19,69.94,19.67,0,3.28,4.37,0,0,0,0,0,10.93,1.09,1.09,24.04,5.46,2.19
108-118,0,0,3.06,0,23.74,2.3,47.49,0,3.06,6.89,52.85,4.6,0,0.77,4.6,1.53,1.53,6.89,4.6,1.53,81.19,0,1.53,6.13,217.53,2.3,29.11,10.72,0,2.3,4.6,0,0,1.53,0,0,8.43,0.77,2.3,13.02,1.53,5.36
120,0,0,0,0,19.6,11.76,54.87,0,5.88,5.88,47.03,3.92,0,3.92,3.92,1.96,3.92,1.96,0,0,62.71,0,5.88,13.72,190.1,0,23.52,9.8,0,0,15.68,0,0,1.96,0,0,5.88,0,3.92,13.72,3.92,0
