stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,395.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,502.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,2.63,0,18.4,0,0,0,47.32,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,286.53,5.26,0,0,113.03,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,12.59,0,22.03,0,0,0,37.76,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,324.14,12.59,0,0,116.44,0,0,3.15,0,18.88,0,3.15,6.29,0,0,0,0,0
 14-21,1,0,0,14,82,12,0,55,0,0,0,4,5,13,0,0,1,0,0,0,2,47,0,0,21,352,6,0,3,8,0,4,7,70,2,8,112,99,0,0,1,0,4
 24-34,0,0,1.64,4.93,34.48,3.28,0,78.8,0,0,4.93,9.85,2.46,3.28,0.82,0,3.28,1.64,0.82,5.75,1.64,82.09,0,0,54.18,478.56,2.46,2.46,5.75,0,0,8.21,0,0.82,4.93,2.46,36.94,111.64,0,0,4.1,0,9.03
 36-46,0,0,0.81,0.81,9.67,0.81,0,78.15,2.42,2.42,9.67,26.59,0.81,0,1.61,0,0.81,0.81,0.81,3.22,0,90.23,0.81,1.61,26.59,387.53,3.22,3.22,1.61,0,0,8.06,0,0.81,1.61,0,2.42,99.9,0,0,2.42,0,3.22
 48-58,0,0,0,0,4.59,0,0,98.12,1.15,1.15,14.92,40.74,0,0,0,0.57,1.15,1.72,0.57,3.44,1.15,93.53,1.15,1.72,37.3,238.7,2.3,0,2.3,0,0,2.3,0,0,1.15,0.57,0,67.14,0,0.57,3.44,0,5.74
 60-70,0,0,0.98,0,5.89,0,0,148.21,2.94,2.94,13.74,71.65,0.98,0,1.96,2.94,0,0.98,2.94,4.91,0.98,129.56,2.94,1.96,18.65,227.71,0,1.96,2.94,0.98,1.96,8.83,0.98,0,3.93,1.96,0,32.39,0,2.94,1.96,0,1.96
 72-82,0,0,5.89,0.98,14.72,2.94,0,146.27,4.91,0.98,46.14,118.78,7.85,0,2.94,2.94,2.94,2.94,1.96,8.83,0,287.63,2.94,5.89,44.17,228.73,0.98,1.96,8.83,0,0,5.89,0,0,1.96,0,0,29.45,0,0.98,7.85,4.91,6.87
 84-94,0,0,1.06,0,38.23,2.12,7.43,106.2,2.12,7.43,38.23,70.09,8.5,0,4.25,4.25,5.31,3.19,0,12.74,1.06,207.1,4.25,5.31,47.79,152.93,5.31,4.25,11.68,0,1.06,24.43,0,0,7.43,1.06,0,27.61,1.06,1.06,16.99,3.19,5.31
 96-106,0,0,3.28,0,42.62,7.65,4.37,92.89,1.09,9.84,19.67,91.8,5.46,0,4.37,14.21,2.19,4.37,2.19,13.11,0,273.21,2.19,9.84,36.06,177.04,7.65,5.46,22.95,0,4.37,30.6,0,0,3.28,0,0,10.93,2.19,3.28,12.02,8.74,2.19
108-118,0,0,2.3,0,77.36,9.19,6.89,101.11,3.06,14.55,24.51,98.81,13.02,0,3.83,11.49,4.6,3.83,6.89,14.55,0,334.73,2.3,3.83,52.85,292.6,3.06,3.83,13.79,0,2.3,31.4,0,0,3.06,1.53,0,9.96,1.53,4.6,13.02,1.53,9.96
120,1.96,0,0,0,99.95,5.88,3.92,96.03,9.8,19.6,27.44,105.83,7.84,0,3.92,13.72,1.96,3.92,3.92,23.52,1.96,276.33,3.92,1.96,52.91,252.81,5.88,1.96,7.84,0,0,35.28,1.96,0,7.84,1.96,0,7.84,0,9.8,13.72,5.88,1.96
