stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,131.78,3202.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,85.81,1514.02,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.69,6.13,0,0,18.39,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,15.77,0,28.92,0,0,0,42.06,0,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,604.6,26.29,0,0,162.98,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,34.62,0,3.15,0,62.94,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,538.13,18.88,0,0,166.79,0,0,3.15,15.73,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,5,40,5,0,11,0,0,0,7,1,6,0,0,2,0,0,1,0,21,0,0,10,196,10,1,2,2,6,0,34,3,2,37,74,0,0,3,0,0
 24-34,0.82,0,0.82,0,18.06,0.82,0,22.98,0,2.46,0,6.57,1.64,0.82,1.64,0.82,2.46,0,1.64,0.82,0.82,33.66,1.64,0,13.13,315.21,4.1,8.21,6.57,0,22.16,0,0,2.46,1.64,7.39,100.97,0,0,11.49,0,0.82
 36-46,0,0,0,0,8.06,0.81,0,41.09,0.81,0,0,29.81,0.81,0,1.61,1.61,2.42,1.61,0.81,0.81,0,30.62,0.81,0,12.09,435.06,2.42,7.25,0,0,11.28,0.81,0,4.03,0,0,124.88,0,0,8.06,0,0.81
 48-58,0,0,0.57,0,3.44,0.57,0,81.48,0.57,0.57,2.3,55.09,0.57,0,0.57,1.15,0.57,0.57,0.57,1.15,2.87,45.33,0.57,2.3,6.31,316.74,1.15,8.03,2.3,0,10.9,0,0,2.87,0.57,0,89.51,0,0,7.46,0,3.44
 60-70,0,0,0,0,3.93,1.96,0,123.67,0,0.98,1.96,85.39,0,0,2.94,1.96,1.96,2.94,1.96,0,1.96,54.97,0.98,0.98,7.85,403.41,2.94,4.91,1.96,0,18.65,0,0,2.94,0.98,0,78.52,0,2.94,7.85,0,3.93
 72-82,0,0,1.96,0,13.74,9.82,0,184.55,0.98,1.96,7.85,138.41,1.96,0,1.96,1.96,0.98,2.94,3.93,2.94,0,80.5,1.96,0.98,7.85,405.43,0.98,5.89,5.89,0,16.69,0,0,1.96,0,0,47.12,1.96,1.96,23.56,2.94,3.93
 84-94,0,0,3.19,0,22.3,5.31,0,107.27,1.06,6.37,3.19,63.72,7.43,3.19,1.06,3.19,9.56,1.06,1.06,1.06,2.12,69.03,3.19,3.19,5.31,179.48,1.06,3.19,12.74,0,50.98,0,0,4.25,0,0,29.74,0,1.06,19.12,2.12,3.19
 96-106,0,0,1.09,0,17.49,4.37,4.37,115.84,4.37,1.09,5.46,73.22,18.58,0,7.65,3.28,8.74,4.37,1.09,3.28,2.19,55.74,3.28,1.09,3.28,185.78,1.09,12.02,9.84,0,42.62,0,0,0,0,0,8.74,0,4.37,31.69,7.65,1.09
108-118,0,0,0.77,0,24.51,4.6,2.3,86.55,0,4.6,2.3,67.4,9.19,0,0,6.13,3.83,2.3,4.6,5.36,0,46.72,1.53,4.6,6.13,245.87,4.6,7.66,14.55,0,27.57,0,0,0.77,3.83,0,11.49,2.3,0.77,18.38,2.3,7.66
120,0,0,1.96,0,25.48,3.92,3.92,80.35,1.96,7.84,1.96,50.95,7.84,0,0,7.84,1.96,3.92,0,3.92,1.96,48.99,0,0,5.88,239.09,3.92,9.8,17.64,0,35.28,0,0,5.88,0,0,9.8,0,3.92,23.52,3.92,0
