stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,5.26,0,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,39.43,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,6.29,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,44.06,6.29,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,6,1,4,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,1,147,0,1,0,0,0,0,0,0,0,0,3,130,0,0,1,0,14
 24-34,0,3.28,0.82,2.46,0,0,27.91,0,0,0,0.82,0.82,0,0,0,1.64,0.82,0.82,0,21.34,7.39,0,0,0.82,969.43,0,39.4,1.64,0,0,3.28,0,0,0.82,0,0.82,362,0,0,0,0,20.52
 36-46,0,2.42,0,2.42,0,0,145.83,0,0.81,0,17.72,0,0,1.61,0.81,0.81,0,0.81,0,1.61,4.83,0,0,1.61,2138.25,0.81,40.28,2.42,0,0,1.61,0,0.81,0.81,0,0,587.33,0,0,1.61,0,2.42
 48-58,0,2.3,0,5.74,0,0,478.55,0,1.72,1.72,55.66,0,0,0,0.57,0,1.15,1.15,0.57,0.57,20.08,0,0,2.87,2323.34,0,23.53,3.44,0,0,2.87,0,0,0,0,0,517.57,0,0,0,0,2.87
 60-70,0,1.96,0,6.87,1.96,0,1099.3,1.96,1.96,1.96,102.08,0.98,0,0,1.96,0.98,0,2.94,0.98,0.98,20.61,0,0.98,1.96,3029.96,0,27.48,5.89,0,0,2.94,0,0,0,0,0,494.69,0,0,3.93,0,2.94
 72-82,0,11.78,0,19.63,9.82,0,1408.68,0,0.98,5.89,170.81,10.8,0,1.96,3.93,0,0.98,2.94,1.96,0,70.68,0,2.94,6.87,3077.51,0.98,53.01,26.5,0,1.96,2.94,0.98,0,0.98,0.98,0,305.3,3.93,1.96,5.89,0.98,5.89
 84-94,0,10.62,1.06,32.92,9.56,0,897.42,2.12,4.25,1.06,156.12,6.37,1.06,0,2.12,1.06,0,11.68,3.19,0,41.42,1.06,4.25,4.25,1690.76,0,36.11,45.67,0,0,3.19,0,0,0,1.06,0,184.79,5.31,3.19,3.19,3.19,1.06
 96-106,0,5.46,0,25.14,27.32,0,833.84,0,1.09,0,163.93,7.65,0,0,0,0,1.09,8.74,4.37,0,54.64,0,1.09,4.37,1429.44,1.09,68.85,48.09,0,2.19,9.84,0,0,0,0,0,99.45,6.56,3.28,4.37,1.09,4.37
108-118,0,4.6,0.77,20.68,6.13,0.77,581.37,1.53,2.3,1.53,103.41,8.43,0,0,2.3,0.77,0.77,6.89,0.77,0,19.92,0,3.06,2.3,1908.78,0,45.96,27.57,0,0.77,6.13,0,0,0,0,0,71.23,5.36,0.77,0.77,1.53,2.3
120,0,1.96,0,25.48,11.76,1.96,489.95,0,7.84,1.96,105.83,1.96,0,0,7.84,0,1.96,5.88,0,0,37.24,0,0,1.96,2032.3,0,41.16,33.32,0,0,15.68,0,0,0,0,0,64.67,3.92,0,3.92,0,0
