stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,118.6,2398.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,416.82,5559.58,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,116.46,18.39,0,0,67.43,0,61.3,0,0,0,0,0,0,0,0,0,0,0
  7-9,141.95,254.99,0,394.31,0,5.26,0,1001.54,0,0,0,0,241.84,0,0,0,0,0,0,0,0,0,0,0,7334.11,184.01,0,0,2962.56,0,0,18.4,0,0,0,0,0,0,0,0,0,0
 10-12,0,251.76,0,305.26,0,40.91,0,698.63,0,0,0,0,75.53,0,0,0,0,0,0,0,0,0,0,0,5831.33,88.12,0,0,2174.56,0,9.44,22.03,15.73,188.82,0,6.29,12.59,0,0,0,0,0
 14-21,0,0,0,20,237,69,0,155,0,0,54,10,3,1,1,6,0,2,0,0,118,0,0,124,1975,19,9,25,61,0,42,3,182,16,1,152,641,0,0,7,0,0
 24-34,0,0,0,10.67,81.26,15.6,0,399.76,0.82,1.64,56.64,4.1,0.82,5.75,5.75,3.28,1.64,9.03,2.46,0,280.73,0,0.82,106.71,2300.86,13.95,11.49,29.55,0,0,77.16,0,0.82,5.75,1.64,18.06,480.2,0,0,33.66,0,2.46
 36-46,0,0,0,0.81,52.37,2.42,0,808.89,3.22,1.61,34.64,4.03,0,3.22,5.64,2.42,1.61,4.83,6.45,0,231.23,0.81,8.06,66.87,1523.52,2.42,11.28,10.47,0,0,25.78,0,0,2.42,0.81,0,376.25,0,0,23.36,0,3.22
 48-58,0.57,0,0,0.57,45.9,2.87,0,733.32,1.15,4.59,55.09,3.44,0,0.57,5.16,2.3,2.87,5.74,1.15,1.72,227.23,0.57,12.05,47.63,604.79,3.44,1.72,9.18,0,0,12.62,0,0,1.15,0,0,98.12,0,0,17.79,0,2.3
 60-70,0,0,0,0,43.19,2.94,0,484.87,3.93,1.96,58.89,7.85,0,2.94,5.89,0,0.98,6.87,0.98,0,163.91,0,8.83,27.48,357.27,2.94,1.96,10.8,0,0.98,8.83,0,0.98,1.96,0,0,23.56,0,0,9.82,0,0.98
 72-82,0,0,1.96,0,37.3,2.94,0,167.86,0,4.91,51.05,13.74,0,3.93,8.83,5.89,2.94,4.91,1.96,1.96,169.83,2.94,6.87,31.41,239.53,0.98,7.85,12.76,0,1.96,6.87,0,0,0.98,0,0,9.82,0.98,1.96,21.6,0,1.96
 84-94,0,0,0,0,47.79,11.68,3.19,148.69,1.06,5.31,30.8,18.05,0,0,14.87,4.25,5.31,3.19,1.06,1.06,126.38,0,12.74,38.23,201.79,4.25,7.43,5.31,0,0,15.93,0,0,3.19,0,0,4.25,4.25,0,16.99,3.19,1.06
 96-106,0,0,0,0,50.27,4.37,0,103.82,3.28,1.09,37.16,13.11,0,1.09,14.21,1.09,1.09,3.28,3.28,0,78.68,1.09,7.65,15.3,149.72,2.19,2.19,9.84,0,0,9.84,0,0,2.19,0,0,2.19,2.19,0,21.86,1.09,0
108-118,0,0,0,0,36.77,16.85,0,104.17,0.77,5.36,42.89,14.55,0,2.3,17.62,4.6,2.3,3.06,3.83,1.53,61.28,0.77,3.83,16.09,180,3.06,3.06,6.13,0,0,14.55,0.77,0,2.3,0,0,3.06,1.53,0.77,16.85,0.77,0.77
120,0,0,0,0,41.16,39.2,0,78.39,0,1.96,31.36,3.92,0,1.96,19.6,5.88,0,1.96,3.92,0,48.99,0,3.92,15.68,186.18,1.96,3.92,5.88,0,1.96,7.84,0,0,0,0,0,5.88,0,0,25.48,1.96,0
