stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,210.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1,0,0,0,0,0,0,1,0,0,2,9,0,0,0,0,0
 24-34,0,2.46,1.64,8.21,0,0,17.24,0,0,0,2.46,0.82,0,0,1.64,5.75,0,1.64,0,0.82,11.49,0.82,0,6.57,187.16,0,7.39,0.82,0,0,8.21,0,0,0,0,2.46,40.22,0,0,11.49,0,0.82
 36-46,0,0,0,2.42,0,0,37.06,0,0.81,1.61,12.89,0.81,0,1.61,2.42,1.61,0,0.81,0,2.42,21.75,0,1.61,4.83,300.51,3.22,6.45,0.81,0,0,10.47,0,0,0.81,0,0,82.98,0,0,4.03,0,0.81
 48-58,0,0.57,0,5.74,0,0,91.81,1.72,2.87,0.57,18.36,0,0.57,1.15,2.87,0,0.57,1.15,0,2.87,32.71,1.15,0.57,8.61,389.04,0.57,2.87,4.02,0,0,3.44,0,0,1.15,1.15,0,80.91,0,0.57,8.03,0,2.87
 60-70,0,0,0,10.8,0.98,0,170.78,0.98,0.98,0.98,33.37,0,0,0,1.96,1.96,1.96,1.96,0,0.98,59.87,0.98,4.91,10.8,505.48,0.98,1.96,3.93,0,0,7.85,0,0,1.96,0.98,0,97.17,0,0.98,3.93,0.98,3.93
 72-82,0,1.96,1.96,16.69,6.87,0,259.16,0.98,2.94,7.85,82.46,6.87,0.98,0.98,3.93,8.83,0.98,5.89,0,0,113.87,2.94,1.96,6.87,520.28,1.96,8.83,3.93,0,0.98,9.82,0,0,0.98,0,0,53.01,1.96,1.96,11.78,2.94,6.87
 84-94,0,5.31,0,22.3,6.37,0,135.94,0,7.43,3.19,65.85,6.37,0,3.19,9.56,3.19,5.31,0,0,4.25,81.78,1.06,4.25,3.19,248.52,3.19,2.12,7.43,0,1.06,32.92,0,0,1.06,0,0,30.8,1.06,0,11.68,2.12,5.31
 96-106,0,1.09,0,27.32,4.37,2.19,134.42,2.19,9.84,4.37,74.31,8.74,0,2.19,14.21,7.65,7.65,4.37,2.19,2.19,99.45,1.09,5.46,2.19,225.13,4.37,7.65,3.28,0,3.28,18.58,0,0,1.09,2.19,0,10.93,6.56,4.37,17.49,4.37,6.56
108-118,0,1.53,0,29.11,4.6,0.77,92.68,3.06,9.19,5.36,56.68,11.49,0,0.77,13.02,5.36,10.72,4.6,6.13,3.83,78.89,3.83,3.06,5.36,266.56,1.53,2.3,11.49,0,0.77,15.32,0,0,3.83,3.83,0,8.43,3.83,3.83,6.13,1.53,6.13
120,0,1.96,0,17.64,0,0,72.51,1.96,5.88,3.92,23.52,7.84,1.96,1.96,17.64,1.96,7.84,1.96,3.92,1.96,45.08,3.92,1.96,1.96,207.74,7.84,5.88,5.88,0,3.92,21.56,0,0,3.92,0,0,5.88,1.96,1.96,11.76,1.96,1.96
