stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,224.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,275.83,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,5.26,0,7.89,0,0,0,2.63,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,107.78,7.89,0,0,52.57,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,50.35,3.15,0,0,28.32,0,0,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,1,2,0,10,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,5,55,1,0,1,1,0,0,0,10,0,5,14,13,0,0,0,0,0
 24-34,0,0,0.82,0.82,3.28,0,0,46.79,0,0.82,0,0.82,0,0,0,0.82,0.82,0,0.82,0,0,3.28,0,2.46,111.64,0,2.46,2.46,0,0,2.46,0,0,0.82,2.46,5.75,19.7,0,0,1.64,0,3.28
 36-46,0,0,0,0,0,0.81,0,49.15,1.61,0,0,6.45,0,0,1.61,0,0,0.81,0.81,0,0,9.67,0,4.03,117.63,0,1.61,0,0,0,0.81,0,0,0,0.81,0.81,25.78,0,0,0.81,0,1.61
 48-58,0,0,0,0,1.72,0.57,0,55.09,1.15,0,0,3.44,0,0,0.57,0,0,0.57,0,0,0,16.64,1.72,5.16,146.32,0,1.15,0,0,0,0.57,0,0,0,0.57,0,19.51,0,0,1.72,0,1.72
 60-70,0,0,0,0,0,0,0,72.63,1.96,1.96,1.96,8.83,1.96,0,0,0.98,0,0,0,0,0.98,11.78,0,1.96,166.86,0,0.98,0,0,0,0.98,0,0,0,0,0,14.72,0,0,0.98,0,0
 72-82,0,0,0.98,0,5.89,2.94,0,76.57,0,0,0,14.72,0,0,0,1.96,0,2.94,0.98,0,0,19.63,0,3.93,145.29,0.98,0,1.96,0,0,2.94,0,0,0,0,0,7.85,0.98,0.98,0,0,1.96
 84-94,0,0,0,0,1.06,2.12,0,45.67,0,0,1.06,7.43,1.06,0,1.06,4.25,1.06,3.19,0,0,0,15.93,0,5.31,62.66,0,0,0,0,0,7.43,0,0,0,0,0,5.31,0,3.19,1.06,0,0
 96-106,0,0,3.28,0,3.28,2.19,0,41.53,0,1.09,1.09,9.84,3.28,0,1.09,3.28,0,0,0,0,0,12.02,0,3.28,73.22,0,6.56,2.19,0,1.09,7.65,0,0,0,0,0,2.19,0,0,1.09,1.09,1.09
108-118,0,0,0.77,0,3.83,3.83,1.53,41.36,0,1.53,0.77,10.72,0.77,0,0.77,0.77,3.06,2.3,0,0,0,14.55,0,3.06,67.4,0,0.77,0,0,0,5.36,0,0,0,0,0,3.06,0.77,0.77,0.77,0.77,1.53
120,0,0,0,0,7.84,3.92,0,27.44,1.96,1.96,0,7.84,1.96,0,0,3.92,0,0,0,0,0,13.72,0,5.88,64.67,0,0,0,0,0,5.88,0,0,1.96,1.96,0,3.92,0,0,3.92,3.92,3.92
