stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,144.96,1844.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,1250.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,12.26,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,7.89,0,0,21.03,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,252.36,10.51,0,0,68.35,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.18,6.29,0,0,31.47,0,0,6.29,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,21,2,7,0,0,0,1,0,0,1,1,0,0,0,0,0,10,0,0,11,113,8,0,1,4,0,0,6,14,1,2,8,52,0,0,0,0,0
 24-34,0,0,0,0.82,10.67,0.82,19.7,0,0,0,2.46,0,0,0.82,2.46,0.82,0,0,0,0,27.91,0.82,0,12.31,164.17,5.75,0,0.82,0,0,2.46,1.64,0,0,0,0,58.28,0,0,9.03,0,0
 36-46,0,0,0,0,0.81,0.81,13.7,0,1.61,2.42,6.45,0,0.81,0.81,3.22,0,0,0,0,0,48.34,0.81,0.81,12.09,128.91,4.83,0,1.61,0,0.81,5.64,2.42,0,0.81,0,0,42.7,0,0,7.25,0,0.81
 48-58,0,0,0,0,1.72,0.57,16.07,0,0,1.72,17.21,0,0,2.3,6.89,0.57,0,1.15,0,0,92.96,0,0.57,11.48,76.32,8.61,0,2.3,0,0,5.74,0.57,0,0,0,0,29.26,0,0,12.05,0,1.72
 60-70,0,0,0,0,6.87,0.98,19.63,0,1.96,3.93,29.45,0.98,0,0.98,11.78,0,0.98,1.96,0,0.98,143.3,1.96,4.91,18.65,53.98,8.83,0,1.96,0,0,11.78,0.98,0,0.98,0,0,14.72,0,1.96,10.8,2.94,1.96
 72-82,0,0,0,0,11.78,0.98,50.06,0,0.98,8.83,36.32,3.93,0,1.96,41.23,2.94,0.98,4.91,0.98,0.98,204.19,0.98,6.87,22.58,92.28,3.93,3.93,4.91,0,0.98,14.72,0.98,0,0,0,0,11.78,0.98,2.94,24.54,5.89,0
 84-94,0,0,1.06,1.06,16.99,7.43,45.67,0,2.12,5.31,26.55,2.12,0,2.12,50.98,3.19,2.12,4.25,1.06,2.12,175.24,1.06,10.62,18.05,46.73,14.87,2.12,3.19,0,2.12,42.48,0,0,4.25,0,0,6.37,0,1.06,16.99,9.56,3.19
 96-106,0,0,2.19,0,25.14,4.37,36.06,0,3.28,3.28,30.6,8.74,0,10.93,53.55,2.19,1.09,5.46,2.19,1.09,134.42,2.19,13.11,17.49,55.74,12.02,6.56,6.56,0,2.19,69.94,0,0,1.09,0,0,5.46,3.28,8.74,44.81,8.74,6.56
108-118,0,0,0.77,0,28.34,6.13,38.3,0.77,3.06,4.6,36.77,9.96,0,3.83,56.68,3.06,6.13,7.66,3.06,2.3,123.32,0.77,7.66,11.49,65.11,11.49,6.13,7.66,0,3.83,53.62,0,0,2.3,0.77,0,3.83,0.77,5.36,37.53,3.06,6.89
120,0,0,0,0,29.4,13.72,29.4,0,7.84,7.84,33.32,11.76,0,0,64.67,5.88,5.88,0,1.96,0,117.59,5.88,7.84,11.76,45.08,17.64,7.84,9.8,0,5.88,135.23,1.96,0,0,0,0,5.88,1.96,0,29.4,3.92,1.96
