stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,0,0,2.5
3dpf,0,0.57,0.57,7.47
5dpf,0.52,0.52,1.03,4.65
10dpf,0,0,0,2.51
