stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0,1.67,0,0,0
3dpf,0.57,0,0.57,0.57,0,0,2.3
5dpf,0.52,0,0,1.55,0.52,2.07,17.06
10dpf,0,1.88,0,0,0,0,11.92
