stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0,0
3dpf,1.72,1.15,0.57,0,0
5dpf,0,2.07,0.52,0,1.03
10dpf,1.88,15.06,0.63,0.63,0.63
