stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,0.57,0.57,0,0,0.57,0,0
5dpf,0,0.52,0.52,0.52,0,0,2.07
10dpf,0,0,0,0.63,0,0.63,0
