stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,0,0,0,10.32,0,0,0,30.97,10.32
12hpf,19.28,0,0,1.93,13.49,1.93,0,1.93,15.42,15.42
14hpf,20.06,3.34,3.34,3.34,6.69,0,0,3.34,3.34,0
16hpf,20.51,2.05,2.05,0,12.3,2.05,0,0,4.1,6.15
19hpf,65.68,2.19,2.19,2.19,8.76,0,0,0,0,6.57
24hpf,44,0,6,0,18,4,0,0,4,4
2dpf,111.77,1.67,4.17,12.51,130.95,35.87,7.51,2.5,30.03,30.03
3dpf,111.48,1.72,2.3,0.57,2.3,6.9,1.15,0,4.02,2.3
5dpf,27.39,2.58,18.61,5.17,24.29,42.9,4.65,3.1,14.47,23.77
10dpf,23.22,0.63,3.14,0.63,1.26,10.04,1.26,0,1.88,1.88
