stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,26.69,1.67,0,0,0.83
3dpf,14.37,2.3,0,0,0
5dpf,18.61,1.55,0.52,0.52,0.52
10dpf,9.41,0.63,0,0.63,0
