stage,central_nervous_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.67,0,0.83,0,0,0
3dpf,5.75,0,0.57,0,0.57,0
5dpf,2.58,0,0,0.52,0.52,0
10dpf,8.79,0.63,0,0,0.63,0.63
