stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,51.61,10.32,0,0,588.41,51.61,0,72.26,1001.33,61.94
12hpf,13.49,9.64,0,36.63,181.21,30.84,0,71.33,306.51,38.56
14hpf,36.78,0,10.03,36.78,120.38,23.41,0,20.06,210.66,83.6
16hpf,53.32,16.41,2.05,16.41,129.2,32.81,6.15,16.41,248.15,133.3
19hpf,131.35,4.38,0,35.03,151.05,54.73,10.95,32.84,199.22,100.7
24hpf,22,1,2,5,133,78,5,10,258,20
2dpf,114.27,1.67,5.84,41.7,453.74,828.24,12.51,10.01,231.04,185.16
3dpf,38.5,1.15,0,20.69,44.82,756.81,0.57,0,38.5,25.28
5dpf,91.48,5.69,3.62,32.04,55.3,729.25,2.07,6.2,74.94,119.39
10dpf,9.41,2.51,1.26,28.24,11.92,207.71,0,0,11.3,3.14
