stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,4.17,0,0,5,4.17,0,1.67,2.5
3dpf,19.54,0,0,0,8.05,0,0,0.57
5dpf,4.13,1.03,1.03,0.52,8.27,1.03,1.03,6.2
10dpf,16.94,1.88,1.88,0,1.26,0.63,0.63,1.26
