stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.83,0,2.5,0.83,0.83,0
3dpf,1.15,0,0.57,0,2.87,0
5dpf,3.1,0.52,2.58,0,5.69,0.52
10dpf,2.51,1.88,4.39,0,3.14,0
