stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,1.67,0.83,0.83,10.01
3dpf,0.57,0,0,0,0,0,0.57
5dpf,0.52,2.07,0.52,2.07,0.52,0,11.37
10dpf,0.63,2.51,0,0.63,0,0,0
