stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,10.84,0.83,0.83
3dpf,0.57,0,0,4.02,2.3,0
5dpf,0,0,0.52,25.32,3.1,1.03
10dpf,0,0.63,0,11.92,2.51,0.63
