stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0.83,0.83,0.83,0,0.83,0.83
3dpf,0.57,0.57,0,0.57,0,0
5dpf,0.52,0,2.58,0,0,0
10dpf,1.26,0,0,0,0,0
