stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,0,0,0,10.32,0,0,0,51.61,20.65
12hpf,52.05,0,3.86,0,9.64,5.78,0,3.86,123.38,26.99
14hpf,20.06,0,0,16.72,0,0,3.34,3.34,10.03,16.72
16hpf,86.13,10.25,6.15,24.61,24.61,18.46,2.05,8.2,82.03,73.83
19hpf,308.68,4.38,17.51,28.46,26.27,19.7,6.57,2.19,65.68,159.81
24hpf,129,4,45,18,38,27,21,0,289,84
2dpf,251.06,23.35,43.37,44.21,90.08,212.69,48.38,4.17,156.81,111.77
3dpf,881.51,45.97,25.86,43.1,18.96,279.85,6.9,0,27.58,101.14
5dpf,193.81,39.28,125.59,137.48,31.53,479.62,28.43,16.54,140.58,538.54
10dpf,443.04,72.79,104.17,103.54,20.08,283.64,19.45,0.63,69.03,113.58
