stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,10.32
12hpf,3.86,13.49,0,0,0,1.93,0,0,0,0
14hpf,6.69,3.34,0,3.34,3.34,3.34,0,0,3.34,13.38
16hpf,2.05,0,2.05,0,2.05,6.15,0,0,0,6.15
19hpf,6.57,0,2.19,0,0,0,0,0,0,0
24hpf,44,1,73,4,1,2,7,0,4,13
2dpf,338.63,5.84,41.7,35.87,48.38,196.01,50.04,13.35,46.71,255.23
3dpf,2541.08,21.84,92.52,41.95,74.13,1403.86,60.34,1.15,124.7,402.83
5dpf,464.11,33.59,204.15,142.13,103.37,1931.39,130.24,83.73,318.88,1667.29
10dpf,1116.38,27.61,190.77,50.83,40.79,1209.26,45.18,1.88,160.02,182.61
