stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,2.5,0,1.67,0,0,0
3dpf,2.3,0,0.57,29.88,0.57,5.17,0,0,0
5dpf,1.03,0,0.52,127.66,0,4.13,0.52,0.52,1.55
10dpf,7.53,1.88,2.51,146.22,1.88,9.41,0,2.51,3.14
