stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,10.32,0,0,41.29,41.29,0,41.29,0,0
12hpf,55.9,1.93,0,75.18,514.71,186.99,0,260.25,23.13,9.64
14hpf,20.06,3.34,13.38,96.97,397.92,160.51,0,63.53,3.34,6.69
16hpf,51.27,6.15,82.03,127.15,362.99,196.88,26.66,127.15,30.76,30.76
19hpf,50.35,0,6.57,43.78,328.38,218.92,85.38,17.51,4.38,10.95
24hpf,31,0,6,77,345,260,61,6,149,4
2dpf,80.91,0,2.5,35.03,518.8,955.02,9.17,2.5,332.8,27.52
3dpf,33.9,2.87,1.72,8.05,54.59,1182.62,3.45,0,119.53,6.32
5dpf,32.04,6.2,6.72,18.09,43.93,818.14,6.2,0.52,146.26,13.95
10dpf,17.57,4.39,1.88,10.04,20.71,590.51,3.77,0,56.48,1.88
