stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
3dpf,17.81,0,0.57,0.57,0
5dpf,1.55,0.52,0,3.1,0.52
10dpf,5.02,0,0,2.51,0
