stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,10.32,0,10.32,0,0,0,0,0
12hpf,40.48,0,21.21,0,11.57,3.86,0,9.64,11.57,7.71
14hpf,76.91,0,6.69,0,6.69,10.03,0,3.34,23.41,6.69
16hpf,188.68,10.25,16.41,2.05,55.37,12.3,4.1,6.15,65.63,51.27
19hpf,249.57,2.19,4.38,0,35.03,17.51,2.19,2.19,32.84,37.22
24hpf,165,2,12,2,30,24,7,0,41,14
2dpf,115.1,10.01,10.01,13.35,55.88,141.79,16.68,1.67,76.73,50.88
3dpf,249.4,12.07,4.02,3.45,8.62,85.05,3.45,0,11.49,16.09
5dpf,67.19,7.75,37.21,28.43,15.5,250.66,14.99,9.3,92.51,192.26
10dpf,111.7,8.16,16.32,15.06,8.16,133.66,9.41,0,39.53,17.57
