stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,20.65
12hpf,0,0,0,0,0,0,0,0,3.86
14hpf,0,0,0,0,0,0,0,0,16.72
24hpf,0,0,0,0,0,0,0,0,1
2dpf,1.67,0,0,0,0.83,0,0.83,0.83,30.03
3dpf,14.37,0,0,0,0.57,0,0,0,11.49
5dpf,16.54,0,0.52,2.58,1.55,0.52,0,0.52,48.07
10dpf,30.12,1.26,0.63,0,0,0,0,0,25.1
