stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,13.35
3dpf,0.57,1.72,0,0.57,6.32
5dpf,0.52,0.52,0,0,23.26
10dpf,1.26,0,1.88,0.63,11.3
