stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,6.15,0,0,0,0,0,0
19hpf,0,2.19,0,0,0,0,0
2dpf,20.02,4.17,0,1.67,0.83,0.83,1.67
3dpf,22.99,1.72,0.57,2.3,0,0,0
5dpf,7.75,1.03,0,2.58,0.52,0,1.03
10dpf,5.65,1.26,0,0.63,0.63,0,0
