stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,15.01,0,1.67,0.83,0.83,0.83
3dpf,5.17,0,1.15,0.57,0,0
5dpf,9.82,0,1.03,0.52,1.55,0.52
10dpf,10.67,0.63,0.63,0,0,0.63
