stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.57,1.72,0,0,0,0.57
5dpf,0,5.17,1.03,0.52,0,2.58
10dpf,0,4.39,1.26,0.63,0.63,0
