stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
3dpf,8.62,0,0,0,0.57
5dpf,0.52,0,0.52,0.52,0.52
10dpf,1.26,0.63,0.63,0.63,0.63
