stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.83,0,0,7.51,0
5dpf,1.03,0,0,0.52,0,1.03,0
10dpf,3.77,5.02,0,0,0.63,0.63,0.63
