stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.34,0,1.67,0.83,5.84,0.83
3dpf,18.39,1.15,0.57,3.45,1.72,0.57
5dpf,2.07,2.58,0.52,3.62,3.1,1.55
10dpf,4.39,5.02,0,0.63,0,0
