stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,20.65,0,0,0,0,0
12hpf,0,21.21,0,0,55.9,9.64,0,0,0,186.99
14hpf,3.34,10.03,0,6.69,66.88,13.38,0,0,0,193.94
16hpf,4.1,2.05,0,6.15,102.54,4.1,2.05,0,2.05,147.66
19hpf,54.73,0,0,8.76,19.7,6.57,0,19.7,0,94.13
24hpf,47,0,0,1,33,10,2,2,2,21
2dpf,82.57,0,0.83,10.01,133.45,97.59,31.69,3.34,30.86,77.57
3dpf,151.71,0,0.57,1.72,48.84,91.94,26.43,0,2.3,27.01
5dpf,47.55,0.52,1.03,7.24,20.16,85.28,24.29,2.07,4.13,92.51
10dpf,70.28,0,1.88,0,13.18,30.12,13.81,0,0,18.83
