stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,61.49,0,0,0,0,0.57,0,0
5dpf,3.62,0,0.52,0.52,0,3.62,0.52,0.52
10dpf,48.95,0.63,0,0.63,0.63,1.26,0,0
