stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,4.17
3dpf,0.57,1.15,0,0,0,1.15
5dpf,1.03,2.07,0.52,0,0,7.24
10dpf,1.26,3.14,0,6.9,1.26,3.14
