stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
24hpf,0,0,2,0,0
2dpf,0,0,1.67,0,0
3dpf,1.15,0,1.72,0,0
5dpf,0,0,77.52,3.1,0.52
10dpf,0.63,1.26,54.6,0,0
