stage,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,5.84,0,0,0
3dpf,3.45,0.57,0,0
5dpf,8.79,0,0.52,0.52
10dpf,5.02,0,0,0
