stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,20.65,0,0,0,0,0,0,0,0,0
12hpf,36.63,7.71,0,0,0,0,0,3.86,3.86,3.86
14hpf,110.35,0,6.69,0,0,3.34,0,10.03,6.69,0
16hpf,73.83,4.1,2.05,4.1,8.2,10.25,0,4.1,8.2,4.1
19hpf,339.32,0,0,0,6.57,2.19,0,0,0,4.38
24hpf,290,6,3,21,17,13,2,2,5,15
2dpf,604.71,10.84,36.7,100.92,103.43,151.8,22.52,5.84,40.04,85.91
3dpf,1656.13,9.19,59.76,64.36,32.75,322.38,10.92,0,14.94,72.41
5dpf,208.28,15.5,114.74,169.52,34.11,278.57,26.88,8.27,34.63,365.4
10dpf,630.04,16.32,89.11,106.68,10.04,208.97,16.32,0.63,13.81,61.5
