stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0,1,0
2dpf,2.5,0,0,0.83,0,0,0,1.67,6.67
3dpf,0,0,0,0.57,1.72,0,0,0,0
5dpf,1.03,0.52,0.52,2.58,6.72,0.52,0.52,7.24,10.34
10dpf,0.63,0,1.26,1.26,10.67,0,0,1.26,5.65
