stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
12hpf,1.93,0,0,0,0,0,0,0
24hpf,0,0,0,0,0,0,0,1
2dpf,0,0,0,0,0,0,0,0.83
3dpf,3.45,0,0,0,0,2.3,0,9.19
5dpf,1.55,0,1.55,4.65,0.52,2.58,0.52,48.07
10dpf,6.28,2.51,1.88,5.02,0,1.26,0,20.71
