stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,0,0,0
3dpf,75.85,0,0,0.57,0.57,0,1.15
5dpf,7.24,1.03,1.03,1.03,4.13,1.03,1.03
10dpf,87.85,1.88,0,0,2.51,0,0.63
