stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
12hpf,0,0,0,1.93,5.78,0,0
24hpf,1,0,0,0,0,0,0
2dpf,0.83,0,0.83,0.83,0,0,0
3dpf,5.75,0,0.57,0,9.19,0,0
5dpf,0,0.52,4.65,0,18.09,0.52,1.03
10dpf,3.77,0.63,1.88,1.26,5.65,0,0
