stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,588.41,10.32,0,0,165.17,10.32,0,51.61,82.58,670.99
12hpf,111.81,9.64,0,3.86,109.88,13.49,0,13.49,36.63,204.34
14hpf,180.57,10.03,0,26.75,103.66,40.13,0,0,33.44,180.57
16hpf,200.98,18.46,0,12.3,133.3,43.07,4.1,0,49.22,110.74
19hpf,488.19,2.19,0,4.38,131.35,35.03,13.14,2.19,13.14,102.89
24hpf,218,0,2,7,166,80,7,1,46,31
2dpf,460.41,5,15.01,20.02,432.05,685.61,38.37,7.51,201.85,175.16
3dpf,659.12,11.49,6.32,12.64,82.17,953.91,19.54,0,60.91,77
5dpf,286.32,13.44,29.98,29.46,66.67,761.29,31.53,27.39,94.06,246.53
10dpf,306.24,15.06,9.41,19.45,29.49,468.77,18.83,0.63,50.2,67.77
