stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,4.02,0,0,0.57,0.57,0,0
10dpf,3.14,0.63,1.26,4.39,0,1.26,0.63
