stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,0,0,2,0,0,0,0,0,0
2dpf,3.34,0,16.68,0,1.67,1.67,0,0.83,8.34
3dpf,28.73,0,1.72,0,0,2.87,0,0,44.25
5dpf,8.79,1.03,49.62,1.03,0.52,8.79,0.52,1.03,68.74
10dpf,27.61,3.77,73.42,0,0,2.51,0,2.51,64.64
