stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,3.34,0,0.83,4.17,12.51,0,0
3dpf,17.81,0.57,0,0,44.25,0,0
5dpf,7.24,2.07,0.52,2.58,30.49,0.52,4.13
10dpf,18.83,0,0.63,0,28.87,1.26,0.63
