stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.83,53.38
3dpf,10.34,0,0.57,24.71
5dpf,3.62,0.52,3.1,73.39
10dpf,1.88,0,0.63,16.94
