stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6389.9,113.55,30.97,0,1125.2,82.58,0,206.46,2529.12,2353.63
12hpf,5843.01,183.14,28.92,179.28,1497.86,260.25,15.42,337.36,2654.51,1842.93
14hpf,5564.19,86.94,237.41,344.42,1140.26,514.95,90.28,117.04,2096.6,1872.56
16hpf,4536.41,178.42,354.79,301.47,1466.33,578.33,145.61,192.78,1950.33,2067.22
19hpf,6169.12,52.54,142.3,153.24,772.78,324,164.19,41.59,623.92,1440.48
24hpf,4602,56,484,176,1015,446,176,18,956,667
2dpf,1551.38,48.38,92.58,140.12,748.17,1026.75,126.78,13.35,366.16,278.58
3dpf,3784.04,57.46,59.19,59.76,61.49,890.13,37.93,0,99.41,127
5dpf,324.05,29.98,166.94,119.9,88.89,729.25,57.37,39.8,199.5,425.35
10dpf,862.86,55.85,155.63,121.74,54.6,714.76,32.63,1.88,129.27,91.62
