stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,5,0,0.83,0.83,2.5,0.83,135.12
3dpf,5.17,0.57,0,0,0,0,48.27
5dpf,2.58,0,3.62,1.03,1.03,1.03,225.85
10dpf,6.28,0.63,3.77,0,2.51,0,49.58
