stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0,0
2dpf,10.84,0.83,0,0.83,6.67,0,3.34,2.5
3dpf,267.21,0,0.57,0.57,20.69,0,0,1.15
5dpf,5.17,0,0,0,2.07,0.52,0,4.13
10dpf,97.9,0,0,0,12.55,0,0,0
