stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,1
2dpf,0.83,0,0,3.34,0,2.5
3dpf,0.57,0,0.57,5.17,0,2.87
5dpf,0.52,0,0,3.1,0.52,23.26
10dpf,1.26,0.63,0,0,0,11.3
