stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
14hpf,0,0,0,3.34
2dpf,0.83,0,0,5.84
3dpf,0.57,0,0.57,5.17
5dpf,0.52,0,0.52,17.57
10dpf,1.88,0.63,0,3.77
